DO_org,DO_w,DO_b,DO_g,,,,DOE_w,DOE_b,DOE_g,DOPE_w,DOPE_b,DOPE_g,DOR_w,DOR_b,DOR_g
5.8308,7.026994636,7.06460831,7.054705474,,,,-1.196194636,-1.23380831,-1.223905474,,,,,,
5.8491,7.027041216,7.064653022,7.054739644,,,,-1.177941216,-1.215553022,-1.205639644,,,,,,
5.85885,7.027194958,7.064803468,7.054870218,,,,-1.168344958,-1.205953468,-1.196020218,,,,,,
5.874975,7.027361533,7.064965867,7.055008009,,,,-1.152386533,-1.189990867,-1.180033009,,,,,,
5.8944375,7.028269696,7.065871888,7.055886588,,,,-1.133832196,-1.171434388,-1.161449088,,,,,,
5.91541875,7.029472085,7.067071192,7.057048407,,,,-1.114053335,-1.151652442,-1.141629657,,,,,,
5.936809375,7.030759541,7.068355246,7.058291988,,,,-1.093950166,-1.131545871,-1.121482613,,,,,,
5.957354688,7.031964993,7.069557467,7.059456233,,,,-1.074610305,-1.112202779,-1.102101545,,,,,,
5.976427344,7.033067182,7.070656673,7.060520707,,,,-1.056639838,-1.094229329,-1.084093363,,,,,,
5.993463672,7.033868118,7.071455429,7.061294244,,,,-1.040404446,-1.077991757,-1.067830572,,,,,,
6.003381836,7.034518414,7.072103948,7.061922298,,,,-1.031136578,-1.068722112,-1.058540462,,,,,,
6.008340918,7.034718711,7.072303698,7.062115753,,,,-1.026377793,-1.06396278,-1.053774835,,,,,,
6.027,7.0346189,7.072204162,7.062019365,,,,-1.0076189,-1.045204162,-1.035019365,,,,,,
6.0198,7.034568996,7.072154395,7.061971172,,,,-1.014768996,-1.052354395,-1.042171172,,,,,,
6.0133,7.035074862,7.072662416,7.062481142,,,,-1.021774862,-1.059362416,-1.049181142,,,,,,
6.0134,7.035123635,7.072711464,7.062530717,,,,-1.021723635,-1.059311464,-1.049130717,,,,,,
6.0185,7.035148022,7.072735989,7.062555506,,,,-1.016648022,-1.054235989,-1.044055506,,,,,,
6.0319,7.035160216,7.072748251,7.0625679,,,,-1.003260216,-1.040848251,-1.0306679,,,,,,
6.0497,7.035166312,7.072754382,7.062574097,,,,-0.985466312,-1.023054382,-1.012874097,,,,,,
6.0592,7.035169361,7.072757448,7.062577196,,,,-0.975969361,-1.013557448,-1.003377196,,,,,,
6.07685,7.035170885,7.07275898,7.062578745,,,,-0.958320885,-0.99590898,-0.985728745,,,,,,
6.102525,7.034934474,7.072523224,7.062350466,,,,-0.932409474,-0.969998224,-0.959825466,,,,,,
6.1321625,7.034379183,7.071969456,7.061814214,,,,-0.902216683,-0.939806956,-0.929651714,,,,,,
6.16173125,7.034135464,7.071729125,7.061595361,,,,-0.872404214,-0.909997875,-0.899864111,,,,,,
6.189215625,7.03308896,7.070682756,7.060568254,,,,-0.843873335,-0.881467131,-0.871352629,,,,,,
6.211757813,7.032539451,7.070135282,7.060040913,,,,-0.820781638,-0.858377469,-0.8482831,,,,,,
6.230978906,7.032159146,7.069756822,7.059678631,,,,-0.80118024,-0.838777916,-0.828699725,,,,,,
6.249889453,7.031742204,7.069340738,7.059274369,,,,-0.781852751,-0.819451285,-0.809384916,,,,,,
6.267094727,7.031885334,7.069484022,7.059415884,,,,-0.764790607,-0.802389295,-0.792321157,,,,,,
6.281747363,7.032160938,7.069760505,7.059691932,,,,-0.750413575,-0.788013142,-0.777944569,,,,,,
6.296923682,7.032421173,7.070021661,7.05995314,,,,-0.735497491,-0.773097979,-0.763029458,,,,,,
6.315761841,7.032632917,7.070234186,7.06016587,,,,-0.716871076,-0.754472345,-0.744404029,,,,,,
6.34038092,7.032718385,7.070319964,7.060251707,,,,-0.692337465,-0.729939044,-0.719870787,,,,,,
6.37374046,7.032557062,7.070157995,7.060089317,,,,-0.658816602,-0.696417535,-0.686348857,,,,,,
6.41477023,7.032394783,7.069995072,7.059926004,,,,-0.617624553,-0.655224842,-0.645155774,,,,,,
6.461335115,7.032353493,7.069953623,7.05988448,,,,-0.571018378,-0.608618508,-0.598549365,,,,,,
6.515067558,7.031814954,7.069416269,7.059362807,,,,-0.516747396,-0.554348711,-0.544295249,,,,,,
6.577083779,7.032273316,7.069873121,7.059803753,,,,-0.455189537,-0.492789342,-0.482719974,,,,,,
6.641291889,7.0325253,7.070123609,7.060042118,,,,-0.391233411,-0.42883172,-0.418750229,,,,,,
6.662295945,7.032489239,7.070085749,7.05999573,,,,-0.370193294,-0.407789804,-0.397699785,,,,,,
6.664697972,7.032205935,7.069800502,7.059705637,,,,-0.367507963,-0.40510253,-0.395007665,,,,,,
6.663496959,7.031940671,7.069534197,7.059438747,,,,-0.368443712,-0.406037238,-0.395941788,,,,,,
6.662896452,7.031211618,7.068803936,7.058715327,,,,-0.368315166,-0.405907484,-0.395818875,,,,,,
6.662596198,7.030189616,7.067780404,7.057702214,,,,-0.367593418,-0.405184206,-0.395106016,,,,,,
6.662446071,7.028691494,7.066280532,7.056220169,,,,-0.366245423,-0.403834461,-0.393774098,,,,,,
6.662371008,7.02716428,7.064750623,7.054703797,,,,-0.364793272,-0.402379615,-0.392332789,,,,,,
6.662333476,7.02639269,7.063980543,7.053955294,,,,-0.364059214,-0.401647067,-0.391621818,,,,,,
6.662314711,7.025968321,7.063557601,7.0535473,,,,-0.36365361,-0.40124289,-0.391232589,,,,,,
6.6833,7.025756156,7.063346148,7.053343326,,,,-0.342456156,-0.380046148,-0.370043326,,,,,,
6.6671,7.025650078,7.063240426,7.053241344,,,,-0.358550078,-0.396140426,-0.386141344,,,,,,
6.656507355,7.02559704,7.063187566,7.053190354,,,,-0.369089685,-0.406680211,-0.396682999,,,,,,
6.640953678,7.025570521,7.063161136,7.053164859,,,,-0.384616843,-0.422207458,-0.412211181,,,,,,
6.621976839,7.025554575,7.063145224,7.053149409,,,,-0.403577736,-0.441168385,-0.43117257,,,,,,
6.626688419,7.024791719,7.062384408,7.052412858,,,,-0.3981033,-0.435695989,-0.425724439,,,,,,
6.62904421,7.025165155,7.062756842,7.052773387,,,,-0.396120945,-0.433712632,-0.423729177,,,,,,
6.630222105,7.02524743,7.062837792,7.052846032,,,,-0.395025325,-0.432615687,-0.422623927,,,,,,
6.630811052,7.02590197,7.063494081,7.053499538,,,,-0.395090918,-0.432683029,-0.422688486,,,,,,
6.631105526,7.025899649,7.063492576,7.05350227,,,,-0.394794123,-0.43238705,-0.422396744,,,,,,
6.631252763,7.025609659,7.063203093,7.05322063,,,,-0.394356896,-0.43195033,-0.421967867,,,,,,
6.631326382,7.025485054,7.063078821,7.053100326,,,,-0.394158672,-0.431752439,-0.421773944,,,,,,
6.631363191,7.025115888,7.062709028,7.052733955,,,,-0.393752697,-0.431345837,-0.421370764,,,,,,
6.631381595,7.024171554,7.06176345,7.051799011,,,,-0.392789959,-0.430381855,-0.420417416,,,,,,
6.631390798,7.023351932,7.06094225,7.050984476,,,,-0.391961134,-0.429551452,-0.419593678,,,,,,
6.636445399,7.022654659,7.06024388,7.050293046,,,,-0.38620926,-0.423798481,-0.413847647,,,,,,
6.634622699,7.02236946,7.059957559,7.050006086,,,,-0.387746761,-0.42533486,-0.415383387,,,,,,
6.63371135,7.022577759,7.060165033,7.050205525,,,,-0.388866409,-0.426453683,-0.416494175,,,,,,
6.633255675,7.022826817,7.060413426,7.050445977,,,,-0.389571142,-0.427157751,-0.417190302,,,,,,
6.633027837,7.022872155,7.060457297,7.050481454,,,,-0.389844318,-0.42742946,-0.417453617,,,,,,
6.632913919,7.023082787,7.060666286,7.050678177,,,,-0.390168868,-0.427752367,-0.417764258,,,,,,
6.632856959,7.02341799,7.060999511,7.05099518,,,,-0.390561031,-0.428142552,-0.418138221,,,,,,
6.63282848,7.023753232,7.061332772,7.05131223,,,,-0.390924752,-0.428504292,-0.41848375,,,,,,
6.6544,7.024004688,7.06158274,7.051550048,,,,-0.369604688,-0.40718274,-0.397150048,,,,,,
6.6415,7.023966238,7.061543313,7.0515063,,,,-0.382466238,-0.420043313,-0.4100063,,,,,,
6.6328,7.023721698,7.061297812,7.051260252,,,,-0.390921698,-0.428497812,-0.418460252,,,,,,
6.6203,7.023268793,7.060844778,7.050814677,,,,-0.402968793,-0.440544778,-0.430514677,,,,,,
6.6094,7.023021981,7.060597821,7.050571406,,,,-0.413621981,-0.451197821,-0.441171406,,,,,,
6.591,7.022483056,7.060060077,7.050049412,,,,-0.431483056,-0.469060077,-0.459049412,,,,,,
6.5664,7.021984949,7.059563308,7.049568495,,,,-0.455584949,-0.493163308,-0.483168495,,,,,,
6.53885,7.021403146,7.058983335,7.049008444,,,,-0.482553146,-0.520133335,-0.510158444,,,,,,
6.512925,7.02102967,7.058610857,7.048647874,,,,-0.50810467,-0.545685857,-0.535722874,,,,,,
6.4900125,7.020780706,7.058362558,7.048407517,,,,-0.530768206,-0.568350058,-0.558395017,,,,,,
6.47855625,7.020739973,7.058321666,7.048366533,,,,-0.542183723,-0.579765416,-0.569810283,,,,,,
6.472828125,7.020823719,7.058404918,7.048445723,,,,-0.547995594,-0.585576793,-0.575617598,,,,,,
6.469964063,7.020948201,7.058529068,7.048565902,,,,-0.550984138,-0.588565005,-0.578601839,,,,,,
6.468532031,7.021321671,7.058901539,7.048926466,,,,-0.55278964,-0.590369508,-0.580394435,,,,,,
6.467816016,7.02177895,7.059357322,7.049366292,,,,-0.553962934,-0.591541306,-0.581550276,,,,,,
6.4579,7.022236287,7.059813162,7.049806185,,,,-0.564336287,-0.601913162,-0.591906185,,,,,,
6.4644,7.022322365,7.059897929,7.049882664,,,,-0.557922365,-0.595497929,-0.585482664,,,,,,
6.4671,7.022034857,7.059610115,7.049598446,,,,-0.554934857,-0.592510115,-0.582498446,,,,,,
6.4623,7.02125162,7.058827095,7.048830637,,,,-0.55895162,-0.596527095,-0.586530637,,,,,,
6.456,7.019640284,7.057217652,7.047260044,,,,-0.563640284,-0.601217652,-0.591260044,,,,,,
6.4527,7.019005659,7.056581764,7.046629103,,,,-0.566305659,-0.603881764,-0.593929103,,,,,,
6.4463,7.018813931,7.056388666,7.046432384,,,,-0.572513931,-0.610088666,-0.600132384,,,,,,
6.4362,7.018371952,7.05594464,7.045985766,,,,-0.582171952,-0.61974464,-0.609785766,,,,,,
6.4267,7.017804883,7.055375187,7.045414235,,,,-0.591104883,-0.628675187,-0.618714235,,,,,,
6.4189,7.017602793,7.055172225,7.045210418,,,,-0.598702793,-0.636272225,-0.626310418,,,,,,
6.414,7.01750175,7.055070747,7.045108512,,,,-0.60350175,-0.641070747,-0.631108512,,,,,,
6.4141,7.017451229,7.055020007,7.045057559,,,,-0.603351229,-0.640920007,-0.630957559,,,,,,
6.4146,7.017425968,7.054994638,7.045032082,,,,-0.602825968,-0.640394638,-0.630432082,,,,,,
6.4125,7.017413338,7.054981953,7.045019344,,,,-0.604913338,-0.642481953,-0.632519344,,,,,,
6.411,7.017407023,7.054975611,7.045012975,,,,-0.606407023,-0.643975611,-0.634012975,,,,,,
6.4097,7.017403502,7.054972077,7.04500944,,,,-0.607703502,-0.645272077,-0.63530944,,,,,,
6.4092,7.016952241,7.054519041,7.044555387,,,,-0.607752241,-0.645319041,-0.635355387,,,,,,
6.4108,7.017237175,7.054805097,7.044842088,,,,-0.606437175,-0.644005097,-0.634042088,,,,,,
6.4132,7.017400002,7.054968564,7.045005924,,,,-0.604200002,-0.641768564,-0.631805924,,,,,,
6.416,7.017399991,7.054968553,7.045005913,,,,-0.601399991,-0.638968553,-0.629005913,,,,,,
6.4205,7.01731856,7.054886802,7.044923979,,,,-0.59681856,-0.634386802,-0.624423979,,,,,,
6.4271,7.017318556,7.054886798,7.044923975,,,,-0.590218556,-0.627786798,-0.617823975,,,,,,
6.4357,7.017237133,7.054805054,7.044842047,,,,-0.581537133,-0.619105054,-0.609142047,,,,,,
6.4469,7.017033576,7.054600698,7.04463723,,,,-0.570133576,-0.607700698,-0.59773723,,,,,,
6.4569,7.016830025,7.054396345,7.044432417,,,,-0.559930025,-0.597496345,-0.587532417,,,,,,
6.4629,7.016707897,7.054273737,7.044309532,,,,-0.553807897,-0.591373737,-0.581409532,,,,,,
6.4655,7.01662648,7.054192,7.044227611,,,,-0.55112648,-0.588692,-0.578727611,,,,,,
6.4632,7.016667189,7.054232869,7.044268572,,,,-0.553467189,-0.591032869,-0.581068572,,,,,,
6.4573,7.016707898,7.054273738,7.044309533,,,,-0.559407898,-0.596973738,-0.587009533,,,,,,
6.4489,7.016707898,7.054273738,7.044309533,,,,-0.567807898,-0.605373738,-0.595409533,,,,,,
6.4355,7.016707898,7.054273738,7.044309533,,,,-0.581207898,-0.618773738,-0.608809533,,,,,,
6.4162,7.016935538,7.054501038,7.044530961,,,,-0.600735538,-0.638301038,-0.628330961,,,,,,
6.3971,7.018210867,7.055772943,7.045762223,,,,-0.621110867,-0.658672943,-0.648662223,,,,,,
6.3818,7.020112606,7.057670087,7.047601691,,,,-0.638312606,-0.675870087,-0.665801691,,,,,,
6.37,7.022141639,7.059694414,7.049565874,,,,-0.652141639,-0.689694414,-0.679565874,,,,,,
6.3645,7.023862248,7.061410854,7.051230717,,,,-0.659362248,-0.696910854,-0.686730717,,,,,,
6.3614,7.02559311,7.063138038,7.052908871,,,,-0.66419311,-0.701738038,-0.691508871,,,,,,
6.3581,7.027641305,7.065181921,7.054895271,,,,-0.669541305,-0.707081921,-0.696795271,,,,,,
6.3588,7.029869355,7.067405395,7.057057187,,,,-0.671069355,-0.708605395,-0.698257187,,,,,,
6.3644,7.029814863,7.067353253,7.057017677,,,,-0.665414863,-0.702953253,-0.692617677,,,,,,
6.3703,7.029991685,7.067532052,7.057203244,,,,-0.659691685,-0.697232052,-0.686903244,,,,,,
6.3748,7.030222947,7.067764864,7.057439754,,,,-0.655422947,-0.692964864,-0.682639754,,,,,,
6.3776,7.03054266,7.068086154,7.057763343,,,,-0.65294266,-0.690486154,-0.680163343,,,,,,
6.3765,7.030845385,7.068390229,7.058068881,,,,-0.654345385,-0.691890229,-0.681568881,,,,,,
6.3758,7.03116003,7.06870619,7.058385933,,,,-0.65536003,-0.69290619,-0.682585933,,,,,,
6.378,7.031533376,7.069080964,7.058761327,,,,-0.653533376,-0.691080964,-0.680761327,,,,,,
6.38,7.03186294,7.069411803,7.05909279,,,,-0.65186294,-0.689411803,-0.67909279,,,,,,
6.3821,7.032231857,7.069782159,7.059463905,,,,-0.650131857,-0.687682159,-0.677363905,,,,,,
6.3856,7.032518391,7.070069815,7.059752165,,,,-0.646918391,-0.684469815,-0.674152165,,,,,,
6.3907,7.032722907,7.070275132,7.059957917,,,,-0.642022907,-0.679575132,-0.669257917,,,,,,
6.3985,7.032804752,7.070357297,7.060040255,,,,-0.634304752,-0.671857297,-0.661540255,,,,,,
6.41,7.032764016,7.070316401,7.059999266,,,,-0.622764016,-0.660316401,-0.649999266,,,,,,
6.4233,7.032600746,7.070152489,7.059834995,,,,-0.609300746,-0.646852489,-0.636534995,,,,,,
6.4375,7.032274149,7.069824608,7.059506398,,,,-0.594774149,-0.632324608,-0.622006398,,,,,,
6.4538,7.032217694,7.069762132,7.059414948,,,,-0.578417694,-0.615962132,-0.605614948,,,,,,
6.4722,7.034410214,7.071947725,7.061528414,,,,-0.562210214,-0.599747725,-0.589328414,,,,,,
6.4907,7.037034772,7.074562092,7.064047891,,,,-0.546334772,-0.583862092,-0.573347891,,,,,,
6.5079,7.039625403,7.077141958,7.066531609,,,,-0.531725403,-0.569241958,-0.558631609,,,,,,
6.5236,7.041865324,7.079372028,7.068676731,,,,-0.518265324,-0.555772028,-0.545076731,,,,,,
6.5365,7.043343631,7.080843344,7.070090072,,,,-0.506843631,-0.544343344,-0.533590072,,,,,,
6.548,7.044520312,7.082015648,7.071222109,,,,-0.496520312,-0.534015648,-0.523222109,,,,,,
6.5588,7.045429524,7.082922628,7.072103542,,,,-0.486629524,-0.524122628,-0.513303542,,,,,,
6.5672,7.045194875,7.082688902,7.071878045,,,,-0.477994875,-0.515488902,-0.504678045,,,,,,
6.5729,7.045077556,7.082572045,7.071765304,,,,-0.472177556,-0.509672045,-0.498865304,,,,,,
6.5773,7.045018897,7.082513616,7.071708934,,,,-0.467718897,-0.505213616,-0.494408934,,,,,,
6.5812,7.04498957,7.082484404,7.071680751,,,,-0.46378957,-0.501284404,-0.490480751,,,,,,
6.5846,7.044384054,7.081876625,7.071072228,,,,-0.459784054,-0.497276625,-0.486472228,,,,,,
6.5881,7.044375685,7.081868281,7.071064139,,,,-0.456275685,-0.493768281,-0.482964139,,,,,,
6.5898,7.04445337,7.081946299,7.071142459,,,,-0.45465337,-0.492146299,-0.481342459,,,,,,
6.5884,7.044696887,7.082190787,7.071387535,,,,-0.456296887,-0.493790787,-0.482987535,,,,,,
6.5851,7.045023333,7.082518523,7.071715999,,,,-0.459923333,-0.497418523,-0.486615999,,,,,,
6.5797,7.045433241,7.082930038,7.07212837,,,,-0.465733241,-0.503230038,-0.49242837,,,,,,
6.5746,7.045842913,7.083341318,7.072540513,,,,-0.471242913,-0.508741318,-0.497940513,,,,,,
6.5722,7.046047758,7.083546966,7.072746592,,,,-0.473847758,-0.511346966,-0.500546592,,,,,,
6.572,7.046211598,7.08371145,7.072911422,,,,-0.474211598,-0.51171145,-0.500911422,,,,,,
6.5748,7.046211632,7.083711483,7.072911454,,,,-0.471411632,-0.508911483,-0.498111454,,,,,,
6.5804,7.046047873,7.083547081,7.072746703,,,,-0.465647873,-0.503147081,-0.492346703,,,,,,
6.588,7.045802224,7.083300467,7.072499567,,,,-0.457802224,-0.495300467,-0.484499567,,,,,,
6.5998,7.044696882,7.082190782,7.07138753,,,,-0.444896882,-0.482390782,-0.47158753,,,,,,
6.6164,7.044696885,7.082190785,7.071387532,,,,-0.428296885,-0.465790785,-0.454987532,,,,,,
6.6327,7.044473197,7.081965363,7.071157581,,,,-0.411773197,-0.449265363,-0.438457581,,,,,,
6.6454,7.044700091,7.082188836,7.071361133,,,,-0.399300091,-0.436788836,-0.425961133,,,,,,
6.6553,7.045520832,7.083006752,7.072152244,,,,-0.390220832,-0.427706752,-0.416852244,,,,,,
6.6599,7.046426354,7.083909771,7.073028669,,,,-0.386526354,-0.424009771,-0.413128669,,,,,,
6.6627,7.047318078,7.08479893,7.073891233,,,,-0.384618078,-0.42209893,-0.411191233,,,,,,
6.6659,7.048453878,7.085931375,7.074989511,,,,-0.382553878,-0.420031375,-0.409089511,,,,,,
6.666,7.049649257,7.087123182,7.076145303,,,,-0.383649257,-0.421123182,-0.410145303,,,,,,
6.6625,7.050937409,7.088407454,7.077390782,,,,-0.388437409,-0.425907454,-0.414890782,,,,,,
6.6575,7.052335001,7.089800811,7.078742113,,,,-0.394835001,-0.432300811,-0.421242113,,,,,,
6.6514,7.053850449,7.09131164,7.080207468,,,,-0.402450449,-0.43991164,-0.428807468,,,,,,
6.6446,7.055088272,7.092542874,7.081388856,,,,-0.410488272,-0.447942874,-0.436788856,,,,,,
6.6381,7.057137262,7.09458756,7.083381552,,,,-0.419037262,-0.45648756,-0.445281552,,,,,,
6.6291,7.059435289,7.096881346,7.085620021,,,,-0.430335289,-0.467781346,-0.456520021,,,,,,
6.6158,7.061673828,7.099114926,7.087796329,,,,-0.445873828,-0.483314926,-0.471996329,,,,,,
6.5997,7.06417088,7.101607768,7.090231597,,,,-0.46447088,-0.501907768,-0.490531597,,,,,,
6.5803,7.066426756,7.103858777,7.092426187,,,,-0.486126756,-0.523558777,-0.512126187,,,,,,
6.5598,7.06818208,7.105607392,7.094118265,,,,-0.50838208,-0.545807392,-0.534318265,,,,,,
6.5403,7.069879967,7.107299285,7.095757973,,,,-0.529579967,-0.566999285,-0.555457973,,,,,,
6.5208,7.071423268,7.108837343,7.097249749,,,,-0.550623268,-0.588037343,-0.576449749,,,,,,
6.5019,7.072510753,7.109921177,7.0983013,,,,-0.570610753,-0.608021177,-0.5964013,,,,,,
6.4834,7.073054615,7.110463208,7.098827209,,,,-0.589654615,-0.627063208,-0.615427209,,,,,,
6.4645,7.073326576,7.110734253,7.099090198,,,,-0.608826576,-0.646234253,-0.634590198,,,,,,
6.4469,7.073462563,7.110869782,7.0992217,,,,-0.626562563,-0.663969782,-0.6523217,,,,,,
6.4309,7.07353056,7.110937549,7.099287454,,,,-0.64263056,-0.680037549,-0.668387454,,,,,,
6.4162,7.073725461,7.111131813,7.099476041,,,,-0.657525461,-0.694931813,-0.683276041,,,,,,
6.4029,7.073547404,7.110953963,7.099301753,,,,-0.670647404,-0.708053963,-0.696401753,,,,,,
6.3912,7.073465289,7.110869713,7.099209504,,,,-0.682265289,-0.719669713,-0.708009504,,,,,,
6.3813,7.073512104,7.110913994,7.09924213,,,,-0.692212104,-0.729613994,-0.71794213,,,,,,
6.3743,7.073690746,7.111087896,7.099392913,,,,-0.699390746,-0.736787896,-0.725092913,,,,,,
6.3714,7.074371768,7.111764326,7.100039443,,,,-0.702971768,-0.740364326,-0.728639443,,,,,,
6.3723,7.075555572,7.112942769,7.101177339,,,,-0.703255572,-0.740642769,-0.728877339,,,,,,
6.3778,7.07738825,7.114769414,7.1029512,,,,-0.69958825,-0.736969414,-0.7251512,,,,,,
6.3834,7.079484404,7.116858926,7.104981806,,,,-0.696084404,-0.733458926,-0.721581806,,,,,,
6.3858,7.0813981,7.118766249,7.106834383,,,,-0.6955981,-0.732966249,-0.721034383,,,,,,
6.3858,7.083010372,7.120372823,7.108393719,,,,-0.697210372,-0.734572823,-0.722593719,,,,,,
6.3816,7.084030231,7.121388352,7.109376469,,,,-0.702430231,-0.739788352,-0.727776469,,,,,,
6.3752,7.08451964,7.121875508,7.109847217,,,,-0.70931964,-0.746675508,-0.734647217,,,,,,
6.3682,7.084929442,7.122284831,7.110248662,,,,-0.716729442,-0.754084831,-0.742048662,,,,,,
6.3574,7.085278803,7.12263452,7.110594695,,,,-0.727878803,-0.76523452,-0.753194695,,,,,,
6.342,7.086132133,7.12348738,7.11143336,,,,-0.744132133,-0.78148738,-0.76943336,,,,,,
6.3272,7.086164762,7.123522915,7.111480476,,,,-0.758964762,-0.796322915,-0.784280476,,,,,,
6.3159,7.086577538,7.123937313,7.111895675,,,,-0.770677538,-0.808037313,-0.795995675,,,,,,
6.3076,7.08714205,7.124501727,7.112451586,,,,-0.77954205,-0.816901727,-0.804851586,,,,,,
6.3049,7.088145951,7.125505402,7.11343994,,,,-0.783245951,-0.820605402,-0.80853994,,,,,,
6.3038,7.089560001,7.126918514,7.114828954,,,,-0.785760001,-0.823118514,-0.811028954,,,,,,
6.3017,7.091209788,7.128567349,7.116450347,,,,-0.789509788,-0.826867349,-0.814750347,,,,,,
6.3021,7.09273579,7.130089572,7.117935381,,,,-0.79063579,-0.827989572,-0.815835381,,,,,,
6.3053,7.094257391,7.131605257,7.119405368,,,,-0.788957391,-0.826305257,-0.814105368,,,,,,
6.309,7.095970987,7.133312604,7.121063219,,,,-0.786970987,-0.824312604,-0.812063219,,,,,,
6.3125,7.097082196,7.134419799,7.122138612,,,,-0.784582196,-0.821919799,-0.809638612,,,,,,
6.3152,7.09744731,7.134783561,7.122491814,,,,-0.78224731,-0.819583561,-0.807291814,,,,,,
6.3158,7.097312195,7.134648868,7.122360714,,,,-0.781512195,-0.818848868,-0.806560714,,,,,,
6.3168,7.097244638,7.134581522,7.122295165,,,,-0.780444638,-0.817781522,-0.805495165,,,,,,
6.3199,7.097210861,7.134547851,7.122262392,,,,-0.777310861,-0.814647851,-0.802362392,,,,,,
6.3234,7.097193971,7.134531014,7.122246004,,,,-0.773793971,-0.811131014,-0.798846004,,,,,,
6.3273,7.097185528,7.134522597,7.122237812,,,,-0.769885528,-0.807222597,-0.794937812,,,,,,
6.3314,7.096651383,7.133986384,7.121700705,,,,-0.765251383,-0.802586384,-0.790300705,,,,,,
6.335,7.095805357,7.133137048,7.120849822,,,,-0.760805357,-0.798137048,-0.785849822,,,,,,
6.3388,7.095072256,7.132401075,7.120112483,,,,-0.756272256,-0.793601075,-0.781312483,,,,,,
6.343,7.095340297,7.132665481,7.120358487,,,,-0.752340297,-0.789665481,-0.777358487,,,,,,
6.3468,7.09452223,7.131848895,7.119559285,,,,-0.74772223,-0.785048895,-0.772759285,,,,,,
6.3498,7.094049763,7.131377387,7.11909825,,,,-0.744249763,-0.781577387,-0.76929825,,,,,,
6.3522,7.093305684,7.130635541,7.118375853,,,,-0.741105684,-0.778435541,-0.766175853,,,,,,
6.3535,7.092446614,7.129779418,7.117543728,,,,-0.738946614,-0.776279418,-0.764043728,,,,,,
6.3544,7.091900887,7.129231898,7.116996588,,,,-0.737500887,-0.774831898,-0.762596588,,,,,,
6.3552,7.092213972,7.129546037,7.117310614,,,,-0.737013972,-0.774346037,-0.762110614,,,,,,
6.3556,7.092391184,7.129723858,7.117488418,,,,-0.736791184,-0.774123858,-0.761888418,,,,,,
6.3557,7.09223182,7.129563824,7.117327901,,,,-0.73653182,-0.773863824,-0.761627901,,,,,,
6.355,7.092110813,7.129442319,7.117206075,,,,-0.737110813,-0.774442319,-0.762206075,,,,,,
6.3533,7.092194955,7.129526781,7.117290653,,,,-0.738894955,-0.776226781,-0.763990653,,,,,,
6.3507,7.092278355,7.129610503,7.117374513,,,,-0.741578355,-0.778910503,-0.766674513,,,,,,
6.3473,7.092361383,7.129693855,7.117458013,,,,-0.745061383,-0.782393855,-0.770158013,,,,,,
6.3435,7.092444228,7.129777023,7.117541334,,,,-0.748944228,-0.786277023,-0.774041334,,,,,,
6.3399,7.092431875,7.129765322,7.117532455,,,,-0.752531875,-0.789865322,-0.777632455,,,,,,
6.3363,7.093317524,7.130648834,7.118394864,,,,-0.757017524,-0.794348834,-0.782094864,,,,,,
6.3329,7.093946451,7.131277421,7.119013262,,,,-0.761046451,-0.798377421,-0.786113262,,,,,,
6.3297,7.094534118,7.131864584,7.119590163,,,,-0.764834118,-0.802164584,-0.789890163,,,,,,
6.3263,7.095207525,7.132536883,7.120248579,,,,-0.768907525,-0.806236883,-0.793948579,,,,,,
6.3232,7.095798329,7.133126252,7.120823916,,,,-0.772598329,-0.809926252,-0.797623916,,,,,,
6.3207,7.095966721,7.133294366,7.120988563,,,,-0.775266721,-0.812594366,-0.800288563,,,,,,
6.3171,7.096389219,7.133715704,7.121399347,,,,-0.779289219,-0.816615704,-0.804299347,,,,,,
6.3114,7.096853124,7.134178611,7.121851783,,,,-0.785453124,-0.822778611,-0.810451783,,,,,,
6.3038,7.097294907,7.134619776,7.122284333,,,,-0.793494907,-0.830819776,-0.818484333,,,,,,
6.2934,7.098022712,7.135345968,7.122993953,,,,-0.804622712,-0.841945968,-0.829593953,,,,,,
6.2812,7.098935048,7.136256351,7.123883881,,,,-0.817735048,-0.855056351,-0.842683881,,,,,,
6.2677,7.099814148,7.137133301,7.1247401,,,,-0.832114148,-0.869433301,-0.8570401,,,,,,
6.2518,7.100866002,7.138182704,7.125765237,,,,-0.849066002,-0.886382704,-0.873965237,,,,,,
6.2333,7.101920117,7.139234351,7.126792594,,,,-0.868620117,-0.905934351,-0.893492594,,,,,,
6.2158,7.10299772,7.140309088,7.127841209,,,,-0.88719772,-0.924509088,-0.912041209,,,,,,
6.2016,7.10396145,7.141269728,7.128776472,,,,-0.90236145,-0.939669728,-0.927176472,,,,,,
6.1906,7.104931992,7.142236839,7.129716842,,,,-0.914331992,-0.951636839,-0.939116842,,,,,,
6.1846,7.105697376,7.14299827,7.130452352,,,,-0.921097376,-0.95839827,-0.945852352,,,,,,
6.1818,7.106337957,7.143635025,7.131065437,,,,-0.924537957,-0.961835025,-0.949265437,,,,,,
6.1809,7.106917707,7.144210536,7.131616554,,,,-0.926017707,-0.963310536,-0.950716554,,,,,,
6.1846,7.107425637,7.144713854,7.132095058,,,,-0.922825637,-0.960113854,-0.947495058,,,,,,
