DO_org,DO_w,DO_b,DO_g,,,,DOE_w,DOE_b,DOE_g
7.56110355,7.551539712,7.592946191,7.599758452,,,,0.009563838,-0.031842641,-0.038654902
7.59254265,7.583087263,7.624533388,7.630002587,,,,0.009455387,-0.031990738,-0.037459937
7.52966445,7.520544338,7.561876662,7.569540386,,,,0.009120112,-0.032212212,-0.039875936
7.5853974,7.576773942,7.618205258,7.62382885,,,,0.008623458,-0.032807858,-0.03843145
7.64113035,7.631647962,7.673060974,7.675511332,,,,0.009482388,-0.031930624,-0.034380982
7.6854309,7.675692405,7.717113821,7.717691371,,,,0.009738495,-0.031682921,-0.032260471
7.6768566,7.668165238,7.709635201,7.711074354,,,,0.008691362,-0.032778601,-0.034217754
7.6482756,7.638888571,7.68028207,7.682159694,,,,0.009387029,-0.03200647,-0.033884094
7.659708,7.650683625,7.692102957,7.693744463,,,,0.009024375,-0.032394957,-0.034036463
7.61540745,7.605460107,7.646871529,7.650610945,,,,0.009947343,-0.031464079,-0.035203495
7.61826555,7.609469373,7.650931675,7.655142404,,,,0.008796177,-0.032666125,-0.036876854
7.65827895,7.648828274,7.690286321,7.692467765,,,,0.009450676,-0.032007371,-0.034188815
7.6254108,7.615962108,7.657415465,7.661161459,,,,0.009448692,-0.032004665,-0.035750659
7.6482756,7.639499078,7.680929348,7.683215976,,,,0.008776522,-0.032653748,-0.034940376
7.6711404,7.661812538,7.703215792,7.704184899,,,,0.009327862,-0.032075392,-0.033044499
7.62112365,7.611285153,7.652695582,7.656120377,,,,0.009838497,-0.031571932,-0.034996727
7.66113705,7.652179326,7.693651682,7.695847233,,,,0.008957724,-0.032514632,-0.034710183
7.6397013,7.630672365,7.672123443,7.675092564,,,,0.009028935,-0.032422143,-0.035391264
7.60397505,7.594499953,7.635897369,7.640030572,,,,0.009475097,-0.031922319,-0.036055522
7.65256275,7.643988927,7.685420344,7.687510292,,,,0.008573823,-0.032857594,-0.034947542
7.6768566,7.667615186,7.709095121,7.710672644,,,,0.009241414,-0.032238521,-0.033816044
7.63827225,7.629725628,7.671155223,7.67390235,,,,0.008546622,-0.032882973,-0.0356301
7.60683315,7.598062359,7.639463161,7.64345131,,,,0.008770791,-0.032630011,-0.03661816
7.6539918,7.645282158,7.686696,7.688519055,,,,0.008709642,-0.0327042,-0.034527255
7.65542085,7.646398141,7.687848732,7.690054843,,,,0.009022709,-0.032427882,-0.034633993
7.62112365,7.611807615,7.65327631,7.657448169,,,,0.009316035,-0.03215266,-0.036324519
7.6911471,7.682591134,7.72407076,7.72498899,,,,0.008555966,-0.03292366,-0.03384189
7.6825728,7.673991162,7.715464012,7.716679091,,,,0.008581638,-0.032891212,-0.034106291
7.63541415,7.626747513,7.668176769,7.671065565,,,,0.008666637,-0.032762619,-0.035651415
7.61254935,7.60269617,7.644128879,7.648301415,,,,0.00985318,-0.031579529,-0.035752065
7.6368432,7.627946873,7.669368889,7.672108631,,,,0.008896327,-0.032525689,-0.035265431
7.6111203,7.602307924,7.643695703,7.647286917,,,,0.008812376,-0.032575403,-0.036166617
7.6568499,7.647722301,7.689177052,7.691370875,,,,0.009127599,-0.032327152,-0.034520975
7.6511337,7.642105533,7.683567354,7.686112862,,,,0.009028167,-0.032433654,-0.034979162
7.6482756,7.638404275,7.679833944,7.682165069,,,,0.009871325,-0.031558344,-0.033889469
7.6797147,7.669880752,7.711315642,7.712286876,,,,0.009833948,-0.031600942,-0.032572176
7.62969795,7.621024523,7.662442969,7.665478941,,,,0.008673427,-0.032745019,-0.035780991
7.67256945,7.663807884,7.705189052,7.705831432,,,,0.008761566,-0.032619602,-0.033261982
7.63255605,7.623593513,7.664977794,7.667462897,,,,0.008962537,-0.032421744,-0.034906847
7.6997214,7.691056012,7.732497739,7.732656629,,,,0.008665388,-0.032776339,-0.032935229
7.6339851,7.624497679,7.665882904,7.668336221,,,,0.009487421,-0.031897804,-0.034351121
7.62969795,7.620037637,7.661451128,7.664473475,,,,0.009660313,-0.031753178,-0.034775525
7.68114375,7.671590613,7.712986853,7.71346546,,,,0.009553137,-0.031843103,-0.03232171
7.64398845,7.635174758,7.676605436,7.679102603,,,,0.008813692,-0.032616986,-0.035114153
7.66685325,7.657551966,7.698932337,7.69983207,,,,0.009301284,-0.032079087,-0.03297882
7.6768566,7.667149992,7.708547082,7.709221046,,,,0.009706608,-0.031690482,-0.032364446
7.68971805,7.68010134,7.721510734,7.721777387,,,,0.00961671,-0.031792684,-0.032059337
7.67256945,7.663205084,7.704638929,7.70588864,,,,0.009364366,-0.032069479,-0.03331919
7.6568499,7.647644073,7.689090999,7.691195187,,,,0.009205827,-0.032241099,-0.034345287
7.6911471,7.682282105,7.723683807,7.723780816,,,,0.008864995,-0.032536707,-0.032633716
7.65542085,7.646599439,7.687986797,7.689444174,,,,0.008821411,-0.032565947,-0.034023324
7.6797147,7.670633334,7.712049731,7.712786117,,,,0.009081366,-0.032335031,-0.033071417
7.6854309,7.676991676,7.718430126,7.719137097,,,,0.008439224,-0.032999226,-0.033706197
7.6682823,7.658588239,7.700026064,7.70152525,,,,0.009694061,-0.031743764,-0.03324295
7.68971805,7.68114867,7.722559266,7.722795681,,,,0.00856938,-0.032841216,-0.033077631
7.66971135,7.660504494,7.701929953,7.703203883,,,,0.009206856,-0.032218603,-0.033492533
7.688289,7.678632772,7.720023717,7.720156481,,,,0.009656228,-0.031734717,-0.031867481
7.6225527,7.613755863,7.655149536,7.658233787,,,,0.008796837,-0.032596836,-0.035681087
7.67828565,7.669498833,7.710889178,7.711391811,,,,0.008786817,-0.032603528,-0.033106161
7.64684655,7.63721607,7.678662223,7.681250824,,,,0.00963048,-0.031815673,-0.034404274
7.63541415,7.626620543,7.668038867,7.670797426,,,,0.008793607,-0.032624717,-0.035383276
7.6282689,7.619376217,7.66075377,7.663359434,,,,0.008892683,-0.03248487,-0.035090534
7.65827895,7.649351412,7.690756738,7.692296872,,,,0.008927538,-0.032477788,-0.034017922
7.688289,7.678982974,7.72042808,7.721123133,,,,0.009306026,-0.03213908,-0.032834133
7.688289,7.67986793,7.721281023,7.721596358,,,,0.00842107,-0.032992023,-0.033307358
7.5568164,7.547251941,7.588554075,7.594004608,,,,0.009564459,-0.031737675,-0.037188208
7.5711069,7.561274086,7.602625988,7.607986062,,,,0.009832814,-0.031519088,-0.036879162
7.6739985,7.665545424,7.706945291,7.707717438,,,,0.008453076,-0.032946791,-0.033718938
7.66685325,7.657765146,7.699079234,7.699256022,,,,0.009088104,-0.032225984,-0.032402772
7.6454175,7.635788426,7.677200824,7.679447315,,,,0.009629074,-0.031783324,-0.034029815
7.68114375,7.671571681,7.712997413,7.71379572,,,,0.009572069,-0.031853663,-0.03265197
7.63541415,7.625782775,7.667094732,7.668619087,,,,0.009631375,-0.031680582,-0.033204937
7.6282689,7.618693357,7.660104602,7.663165465,,,,0.009575543,-0.031835702,-0.034896565
7.56681975,7.557631748,7.599006654,7.604933785,,,,0.009188002,-0.032186904,-0.038114035
7.573965,7.565207866,7.606625792,7.612749704,,,,0.008757134,-0.032660792,-0.038784704
7.57825215,7.569058326,7.610366441,7.614655028,,,,0.009193824,-0.032114291,-0.036402878
7.5882555,7.578535476,7.619902949,7.624496865,,,,0.009720024,-0.031647449,-0.036241365
7.66971135,7.660062386,7.701405541,7.701795848,,,,0.009648964,-0.031694191,-0.032084498
7.61254935,7.603515275,7.644928432,7.648793235,,,,0.009034075,-0.032379082,-0.036243885
7.61826555,7.609223855,7.650576771,7.653371337,,,,0.009041695,-0.032311221,-0.035105787
7.6054041,7.596870191,7.638227699,7.641702785,,,,0.008533909,-0.032823599,-0.036298685
7.6797147,7.669919508,7.711379162,7.712624464,,,,0.009795192,-0.031664462,-0.032909764
7.65256275,7.64368077,7.685010087,7.685942519,,,,0.00888198,-0.032447337,-0.033379769
7.6111203,7.6018676,7.643213465,7.646284019,,,,0.0092527,-0.032093165,-0.035163719
7.59540075,7.585680022,7.627011409,7.630723955,,,,0.009720728,-0.031610659,-0.035323205
7.61254935,7.602880241,7.644296341,7.648234228,,,,0.009669109,-0.031746991,-0.035684878
7.58968455,7.580525574,7.621930246,7.626942102,,,,0.009158976,-0.032245696,-0.037257552
7.64113035,7.632041821,7.67335539,7.674619215,,,,0.009088529,-0.03222504,-0.033488865
7.65256275,7.643610286,7.685049327,7.687247893,,,,0.008952464,-0.032486577,-0.034685143
7.6654242,7.655831755,7.697248263,7.698627209,,,,0.009592445,-0.031824063,-0.033203009
7.6654242,7.655902859,7.697264945,7.698034452,,,,0.009521341,-0.031840745,-0.032610252
7.63255605,7.624009175,7.665313053,7.666824032,,,,0.008546875,-0.032757003,-0.034267982
7.5796812,7.570295743,7.611662966,7.616721112,,,,0.009385457,-0.031981766,-0.037039912
7.70115045,7.691613624,7.733055204,7.733189891,,,,0.009536826,-0.031904754,-0.032039441
7.67828565,7.669094828,7.710459511,7.710705771,,,,0.009190822,-0.032173861,-0.032420121
7.6368432,7.628007225,7.669313719,7.670675902,,,,0.008835975,-0.032470519,-0.033832702
7.69257615,7.68345995,7.724964354,7.726119109,,,,0.0091162,-0.032388204,-0.033542959
7.52680635,7.516796763,7.558072114,7.565024249,,,,0.010009587,-0.031265764,-0.038217899
7.53823875,7.528732103,7.570039777,7.576734527,,,,0.009506647,-0.031801027,-0.038495777
7.65827895,7.649391213,7.690895611,7.693612745,,,,0.008887737,-0.032616661,-0.035333795
7.6196946,7.60981187,7.65109914,7.653064657,,,,0.00988273,-0.03140454,-0.033370057
7.62969795,7.620369552,7.661795703,7.664962386,,,,0.009328398,-0.032097753,-0.035264436
7.68971805,7.681033172,7.722381428,7.72197913,,,,0.008684878,-0.032663378,-0.03226108
7.516803,7.507451999,7.548797216,7.557651874,,,,0.009351001,-0.031994216,-0.040848874
7.51823205,7.509456866,7.550783084,7.559135985,,,,0.008775184,-0.032551034,-0.040903935
7.64113035,7.63146988,7.6727922,7.674180912,,,,0.00966047,-0.03166185,-0.033050562
7.545384,7.536238592,7.577524395,7.583394993,,,,0.009145408,-0.032140395,-0.038010993
7.59825885,7.588705874,7.630025761,7.633429257,,,,0.009552976,-0.031766911,-0.035170407
7.68971805,7.680163269,7.721521681,7.721256839,,,,0.009554781,-0.031803631,-0.031538789
7.56967785,7.56016898,7.601560548,7.607588283,,,,0.00950887,-0.031882698,-0.037910433
7.60397505,7.594234245,7.635680247,7.640504348,,,,0.009740805,-0.031705197,-0.036529298
7.59254265,7.583783618,7.625160564,7.629595942,,,,0.008759032,-0.032617914,-0.037053292
7.48393485,7.474833845,7.516058103,7.525142564,,,,0.009101005,-0.032123253,-0.041207714
7.6139784,7.604434609,7.645769539,7.648574277,,,,0.009543791,-0.031791139,-0.034595877
7.63541415,7.626900537,7.668372155,7.671792721,,,,0.008513613,-0.032958005,-0.036378571
7.53252255,7.522889607,7.564106737,7.569740109,,,,0.009632943,-0.031584187,-0.037217559
7.67828565,7.669574272,7.710990484,7.711769798,,,,0.008711378,-0.032704834,-0.033484148
7.55824545,7.548182962,7.589560754,7.596127295,,,,0.010062488,-0.031315304,-0.037881845
7.49536725,7.485675494,7.526978558,7.536742814,,,,0.009691756,-0.031611308,-0.041375564
7.5596745,7.550120777,7.591448326,7.597109876,,,,0.009553723,-0.031773826,-0.037435376
7.51251585,7.503295313,7.544631199,7.553629536,,,,0.009220537,-0.032115349,-0.041113686
7.64684655,7.638005306,7.679329603,7.680452396,,,,0.008841244,-0.032483053,-0.033605846
7.56110355,7.552363714,7.593715879,7.599616869,,,,0.008739836,-0.032612329,-0.038513319
7.6425594,7.633279721,7.674734906,7.677626989,,,,0.009279679,-0.032175506,-0.035067589
7.5653907,7.555946239,7.597216151,7.601696076,,,,0.009444461,-0.031825451,-0.036305376
7.61826555,7.6093454,7.650763785,7.654392666,,,,0.00892015,-0.032498235,-0.036127116
7.6339851,7.624198553,7.665718821,7.669925324,,,,0.009786547,-0.031733721,-0.035940224
7.6797147,7.670120562,7.711696954,7.714298516,,,,0.009594138,-0.031982254,-0.034583816
7.60683315,7.598131891,7.639563984,7.643976204,,,,0.008701259,-0.032730834,-0.037143054
7.63827225,7.629482645,7.670999538,7.674880193,,,,0.008789605,-0.032727288,-0.036607943
7.7197281,7.710558753,7.752078835,7.752263759,,,,0.009169347,-0.032350735,-0.032535659
7.58111025,7.571499997,7.612933441,7.61890864,,,,0.009610253,-0.031823191,-0.03779839
7.6739985,7.664251028,7.705866597,7.70924518,,,,0.009747472,-0.031868097,-0.03524668
7.5796812,7.570343626,7.611821942,7.618574523,,,,0.009337574,-0.032140742,-0.038893323
7.6625661,7.653582225,7.695185115,7.69894442,,,,0.008983875,-0.032619015,-0.03637832
7.68114375,7.67187659,7.713317617,7.714270725,,,,0.00926716,-0.032173867,-0.033126975
7.7082957,7.698516342,7.740020667,7.740534368,,,,0.009779358,-0.031724967,-0.032238668
7.70972475,7.701241837,7.742736622,7.743036558,,,,0.008482913,-0.033011872,-0.033311808
7.66685325,7.657943925,7.69953546,7.702924704,,,,0.008909325,-0.03268221,-0.036071454
7.66399515,7.654213568,7.695719066,7.698217853,,,,0.009781582,-0.031723916,-0.034222703
7.70115045,7.692219455,7.733787792,7.735276565,,,,0.008930995,-0.032637342,-0.034126115
7.57825215,7.568830745,7.610312633,7.617221091,,,,0.009421405,-0.032060483,-0.038968941
7.69257615,7.683692699,7.725257849,7.727092878,,,,0.008883451,-0.032681699,-0.034516728
7.6997214,7.690256727,7.731826221,7.733415549,,,,0.009464673,-0.032104821,-0.033694149
7.58682645,7.577090411,7.618621426,7.625789431,,,,0.009736039,-0.031794976,-0.038962981
7.64398845,7.634803695,7.676248183,7.678932853,,,,0.009184755,-0.032259733,-0.034944403
7.63541415,7.62662572,7.6681302,7.671995874,,,,0.00878843,-0.03271605,-0.036581724
7.69829235,7.688745812,7.730297177,7.731747507,,,,0.009546538,-0.032004827,-0.033455157
7.5768231,7.567616568,7.60906009,7.615433294,,,,0.009206532,-0.03223699,-0.038610194
7.60969125,7.600825543,7.642357386,7.648049563,,,,0.008865707,-0.032666136,-0.038358313
7.63255605,7.622943077,7.664480543,7.668990644,,,,0.009612973,-0.031924493,-0.036434594
7.6997214,7.690111723,7.731691687,7.733407533,,,,0.009609677,-0.031970287,-0.033686133
7.57253595,7.5630568,7.604469158,7.610640303,,,,0.00947915,-0.031933208,-0.038104353
7.5968298,7.586859548,7.62832606,7.633874755,,,,0.009970252,-0.03149626,-0.037044955
7.6282689,7.618385899,7.659968361,7.665374329,,,,0.009883001,-0.031699461,-0.037105429
7.61254935,7.60292008,7.644411594,7.649392749,,,,0.00962927,-0.031862244,-0.036843399
7.6482756,7.638930537,7.680542414,7.685204862,,,,0.009345063,-0.032266814,-0.036929262
7.68400185,7.675429722,7.717010001,7.719406303,,,,0.008572128,-0.033008151,-0.035404453
7.61254935,7.603301289,7.644807724,7.6499817,,,,0.009248061,-0.032258374,-0.03743235
7.67542755,7.666468019,7.708021446,7.710518211,,,,0.008959531,-0.032593896,-0.035090661
7.61826555,7.608826576,7.650327867,7.655114698,,,,0.009438974,-0.032062317,-0.036849148
7.63541415,7.626234607,7.667795569,7.672450524,,,,0.009179543,-0.032381419,-0.037036374
7.6797147,7.670423335,7.711974716,7.714260019,,,,0.009291365,-0.032260016,-0.034545319
7.6568499,7.647870923,7.689418284,7.692750275,,,,0.008978977,-0.032568384,-0.035900375
7.6339851,7.624600506,7.666150506,7.670743181,,,,0.009384594,-0.032165406,-0.036758081
7.65542085,7.646325443,7.6878615,7.691126846,,,,0.009095407,-0.03244065,-0.035705996
7.6454175,7.636126173,7.677654408,7.681338535,,,,0.009291327,-0.032236908,-0.035921035
7.66399515,7.654796066,7.696326091,7.699097446,,,,0.009199084,-0.032330941,-0.035102296
7.67542755,7.665862214,7.707412713,7.709902809,,,,0.009565336,-0.031985163,-0.034475259
7.6739985,7.664444899,7.706014197,7.708802239,,,,0.009553601,-0.032015697,-0.034803739
7.6539918,7.644465034,7.686012209,7.689514555,,,,0.009526766,-0.032020409,-0.035522755
7.63827225,7.628497563,7.670057784,7.674578061,,,,0.009774687,-0.031785534,-0.036305811
7.6511337,7.641567101,7.683120579,7.686854115,,,,0.009566599,-0.031986879,-0.035720415
7.6797147,7.670759275,7.712329665,7.714827846,,,,0.008955425,-0.032614965,-0.035113146
7.66113705,7.651964369,7.69351558,7.696691297,,,,0.009172681,-0.03237853,-0.035554247
7.6682823,7.658808136,7.700387562,7.703579295,,,,0.009474164,-0.032105262,-0.035296995
7.6654242,7.655519244,7.697066838,7.700021123,,,,0.009904956,-0.031642638,-0.034596923
7.62398175,7.614251997,7.655790545,7.660800289,,,,0.009729753,-0.031808795,-0.036818539
7.6797147,7.670565565,7.712143185,7.714738411,,,,0.009149135,-0.032428485,-0.035023711
7.64113035,7.631224475,7.672770858,7.67695451,,,,0.009905875,-0.031640508,-0.03582416
7.68971805,7.680327847,7.721908598,7.724081181,,,,0.009390203,-0.032190548,-0.034363131
7.64398845,7.635299757,7.67681809,7.680415365,,,,0.008688693,-0.03282964,-0.036426915
7.6654242,7.656863961,7.698401124,7.701160281,,,,0.008560239,-0.032976924,-0.035736081
7.63541415,7.625432802,7.66699836,7.671761975,,,,0.009981348,-0.03158421,-0.036347825
7.61540745,7.606141824,7.647648222,7.652659157,,,,0.009265626,-0.032240772,-0.037251707
7.688289,7.6788978,7.720458263,7.722457714,,,,0.0093912,-0.032169263,-0.034168714
7.67828565,7.669332378,7.710922086,7.713724878,,,,0.008953272,-0.032636436,-0.035439228
7.6739985,7.664526082,7.706039639,7.708149888,,,,0.009472418,-0.032041139,-0.034151388
7.7197281,7.710792716,7.752424451,7.753808959,,,,0.008935384,-0.032696351,-0.034080859
7.8454845,7.836533443,7.878031122,7.873644453,,,,0.008951057,-0.032546622,-0.028159953
7.73830575,7.72937667,7.770922934,7.770624698,,,,0.00892908,-0.032617184,-0.032318948
7.8769236,7.868307767,7.909906107,7.905344821,,,,0.008615833,-0.032982507,-0.028421221
7.7225862,7.714148427,7.755729296,7.756410424,,,,0.008437773,-0.033143096,-0.033824224
7.8454845,7.836060864,7.877445266,7.872224376,,,,0.009423636,-0.031960766,-0.026739876
7.83833925,7.829684549,7.871206008,7.867212441,,,,0.008654701,-0.032866758,-0.028873191
7.73544765,7.726257652,7.767892116,7.768641638,,,,0.009189998,-0.032444466,-0.033193988
7.83833925,7.829429,7.8708797,7.866344205,,,,0.00891025,-0.03254045,-0.028004955
7.75831245,7.74977699,7.791209612,7.78907504,,,,0.00853546,-0.032897162,-0.03076259
7.79546775,7.78618819,7.827738485,7.825395569,,,,0.00927956,-0.032270735,-0.029927819
7.80690015,7.798145213,7.839627418,7.83630575,,,,0.008754937,-0.032727268,-0.0294056
7.80404205,7.794535187,7.836030607,7.832935935,,,,0.009506863,-0.031988557,-0.028893885
7.8369102,7.828317807,7.869748377,7.865092719,,,,0.008592393,-0.032838177,-0.028182519
7.86692025,7.858146064,7.899756726,7.895595344,,,,0.008774186,-0.032836476,-0.028675094
7.86120405,7.85238535,7.893871757,7.888934565,,,,0.0088187,-0.032667707,-0.027730515
7.8769236,7.867525549,7.909043331,7.903903617,,,,0.009398051,-0.032119731,-0.026980017
7.7797482,7.770602386,7.812162996,7.810458496,,,,0.009145814,-0.032414796,-0.030710296
7.68685995,7.678426245,7.719895754,7.72088138,,,,0.008433705,-0.033035804,-0.03402143
7.75259625,7.743375067,7.785027022,7.785254197,,,,0.009221183,-0.032430772,-0.032657947
7.71258285,7.703308785,7.744780781,7.744759188,,,,0.009274065,-0.032197931,-0.032176338
7.78689345,7.77789805,7.819353953,7.816470339,,,,0.0089954,-0.032460503,-0.029576889
7.82119065,7.81197512,7.853386918,7.849072379,,,,0.00921553,-0.032196268,-0.027881729
7.8740655,7.865766602,7.907373263,7.902951199,,,,0.008298898,-0.033307763,-0.028885699
7.8483426,7.839467275,7.880976106,7.876587626,,,,0.008875325,-0.032633506,-0.028245026
7.7968968,7.787237076,7.828793317,7.826466999,,,,0.009659724,-0.031896517,-0.029570199
7.66971135,7.660241671,7.701734544,7.703798609,,,,0.009469679,-0.032023194,-0.034087259
7.7225862,7.71293257,7.754520695,7.755331483,,,,0.00965363,-0.031934495,-0.032745283
7.7111538,7.702429143,7.744003955,7.745118174,,,,0.008724657,-0.032850155,-0.033964374
7.8083292,7.799015778,7.84059214,7.838041473,,,,0.009313422,-0.03226294,-0.029712273
7.65827895,7.649081063,7.690557748,7.692951286,,,,0.009197887,-0.032278798,-0.034672336
7.6454175,7.635595062,7.677134841,7.68099878,,,,0.009822438,-0.031717341,-0.03558128
7.60397505,7.59525387,7.636812441,7.64325299,,,,0.00872118,-0.032837391,-0.03927794
7.6682823,7.659516929,7.701002077,7.703008438,,,,0.008765371,-0.032719777,-0.034726138
7.6482756,7.639153989,7.680734573,7.684956326,,,,0.009121611,-0.032458973,-0.036680726
7.68685995,7.676991842,7.718595938,7.721206155,,,,0.009868108,-0.031735988,-0.034346205
7.63541415,7.626224557,7.66778303,7.672403927,,,,0.009189593,-0.03236888,-0.036989777
7.7054376,7.696346447,7.737924866,7.739345124,,,,0.009091153,-0.032487266,-0.033907524
7.69257615,7.683344788,7.72482341,7.725698416,,,,0.009231362,-0.03224726,-0.033122266
7.58682645,7.577451478,7.618911803,7.624934485,,,,0.009374972,-0.032085353,-0.038108035
7.6682823,7.658386933,7.699930655,7.702696908,,,,0.009895367,-0.031648355,-0.034414608
7.62683985,7.617677035,7.659267068,7.664825377,,,,0.009162815,-0.032427218,-0.037985527
7.6168365,7.606864413,7.648393773,7.653694621,,,,0.009972087,-0.031557273,-0.036858121
7.69829235,7.689113102,7.730620529,7.731564765,,,,0.009179248,-0.032328179,-0.033272415
7.69257615,7.683036703,7.724578929,7.726179353,,,,0.009539447,-0.032002779,-0.033603203
7.6196946,7.610469153,7.652024899,7.657501597,,,,0.009225447,-0.032330299,-0.037806997
7.68400185,7.674876889,7.716420421,7.718406018,,,,0.009124961,-0.032418571,-0.034404168
7.6797147,7.670403373,7.711905812,7.713616851,,,,0.009311327,-0.032191112,-0.033902151
7.6111203,7.602412837,7.64387235,7.648429951,,,,0.008707463,-0.03275205,-0.037309651
7.5853974,7.576663169,7.618121212,7.624157238,,,,0.008734231,-0.032723812,-0.038759838
7.58396835,7.574675593,7.616154121,7.622633191,,,,0.009292757,-0.032185771,-0.038664841
7.58968455,7.580080199,7.621532309,7.627270261,,,,0.009604351,-0.031847759,-0.037585711
