DO_org,DO_w,DO_b,DO_g,,,,DOE_w,DOE_b,DOE_g
7.63541415,7.625772857,7.667236408,7.670610126,,,,0.009641293,-0.031822258,-0.035195976
7.67256945,7.663102198,7.704564381,7.70614057,,,,0.009467252,-0.031994931,-0.03357112
7.66113705,7.65224397,7.693758614,7.696463929,,,,0.00889308,-0.032621564,-0.035326879
7.6568499,7.646923174,7.688527303,7.692652027,,,,0.009926726,-0.031677403,-0.035802127
7.5825393,7.572566633,7.614030283,7.620408151,,,,0.009972667,-0.031490983,-0.037868851
7.6397013,7.629690224,7.671279207,7.676134366,,,,0.010011076,-0.031577907,-0.036433066
7.5825393,7.57290223,7.614345929,7.62039261,,,,0.00963707,-0.031806629,-0.03785331
7.63541415,7.625857315,7.667434789,7.672342374,,,,0.009556835,-0.032020639,-0.036928224
7.66113705,7.651932014,7.693488799,7.696736889,,,,0.009205036,-0.032351749,-0.035599839
7.67542755,7.665430511,7.707034664,7.710209254,,,,0.009997039,-0.031607114,-0.034781704
7.68114375,7.671887211,7.713452962,7.715841738,,,,0.009256539,-0.032309212,-0.034697988
7.6854309,7.676932679,7.718534409,7.721118671,,,,0.008498221,-0.033103509,-0.035687771
7.68114375,7.672083729,7.713648648,7.716018146,,,,0.009060021,-0.032504898,-0.034874396
7.6682823,7.659752926,7.701307854,7.704146282,,,,0.008529374,-0.033025554,-0.035863982
7.68400185,7.674277141,7.715857155,7.718304742,,,,0.009724709,-0.031855305,-0.034302892
7.6625661,7.654005532,7.695559128,7.698663456,,,,0.008560568,-0.032993028,-0.036097356
7.69543425,7.68672108,7.728288263,7.730009727,,,,0.00871317,-0.032854013,-0.034575477
7.7054376,7.696361576,7.737948952,7.73946998,,,,0.009076024,-0.032511352,-0.03403238
7.67828565,7.669591007,7.711139101,7.713424144,,,,0.008694643,-0.032853451,-0.035138494
7.7025795,7.693123733,7.734723794,7.736535449,,,,0.009455767,-0.032144294,-0.033955949
7.64684655,7.637444035,7.678989678,7.682834545,,,,0.009402515,-0.032143128,-0.035987995
7.68114375,7.671810562,7.713385106,7.715883623,,,,0.009333188,-0.032241356,-0.034739873
7.6739985,7.664662254,7.70627168,7.709551366,,,,0.009336246,-0.03227318,-0.035552866
7.6739985,7.664520496,7.706081104,7.708758612,,,,0.009478004,-0.032082604,-0.034760112
7.6825728,7.67404864,7.715641631,7.718257427,,,,0.00852416,-0.033068831,-0.035684627
7.7025795,7.69324208,7.734853574,7.736792578,,,,0.00933742,-0.032274074,-0.034213078
7.6797147,7.669860724,7.711425961,7.71390446,,,,0.009853976,-0.031711261,-0.03418976
7.6797147,7.670558798,7.712120374,7.714521629,,,,0.009155902,-0.032405674,-0.034806929
7.6911471,7.681682522,7.723275643,7.725532054,,,,0.009464578,-0.032128543,-0.034384954
7.70115045,7.692494848,7.734103401,7.736042251,,,,0.008655602,-0.032952951,-0.034891801
7.67828565,7.66907954,7.710657658,7.713330251,,,,0.00920611,-0.032372008,-0.035044601
7.688289,7.678975789,7.720577042,7.72305833,,,,0.009313211,-0.032288042,-0.03476933
7.6654242,7.656599726,7.698178681,7.701474905,,,,0.008824474,-0.032754481,-0.036050705
7.69543425,7.685601262,7.72716569,7.728905926,,,,0.009832988,-0.03173144,-0.033471676
7.67542755,7.666000571,7.707551083,7.710034764,,,,0.009426979,-0.032123533,-0.034607214
7.66971135,7.65972311,7.701325846,7.704768767,,,,0.00998824,-0.031614496,-0.035057417
7.6768566,7.667384865,7.708997816,7.712186297,,,,0.009471735,-0.032141216,-0.035329697
7.68400185,7.674990044,7.716604796,7.719442072,,,,0.009011806,-0.032602946,-0.035440222
7.6968633,7.687792203,7.729375678,7.731237085,,,,0.009071097,-0.032512378,-0.034373785
7.73544765,7.726023617,7.767566333,7.767364355,,,,0.009424033,-0.032118683,-0.031916705
7.73830575,7.729134854,7.770619029,7.769714167,,,,0.009170896,-0.032313279,-0.031408417
7.7654577,7.75569415,7.797185438,7.795375171,,,,0.00976355,-0.031727738,-0.029917471
7.7768901,7.768420261,7.809908704,7.807627913,,,,0.008469839,-0.033018604,-0.030737813
7.7140119,7.705335876,7.746843732,7.747113537,,,,0.008676024,-0.032831832,-0.033101637
7.7425929,7.733882476,7.775374109,7.774362925,,,,0.008710424,-0.032781209,-0.031770025
7.77546105,7.765701246,7.807203993,7.805145429,,,,0.009759804,-0.031742943,-0.029684379
7.72973145,7.72122788,7.762787776,7.762954785,,,,0.00850357,-0.033056326,-0.033223335
7.78975155,7.780408463,7.821919904,7.819432317,,,,0.009343087,-0.032168354,-0.029680767
7.78689345,7.778492468,7.820013857,7.817679157,,,,0.008400982,-0.033120407,-0.030785707
7.78117725,7.772537079,7.814061683,7.811961383,,,,0.008640171,-0.032884433,-0.030784133
7.7597415,7.751089663,7.792561332,7.790734777,,,,0.008651837,-0.032819832,-0.030993277
7.7625996,7.753356448,7.79485123,7.793156452,,,,0.009243152,-0.03225163,-0.030556852
7.7368767,7.727757676,7.769285761,7.768867792,,,,0.009119024,-0.032409061,-0.031991092
7.7540253,7.745611878,7.787087996,7.785498448,,,,0.008413422,-0.033062696,-0.031473148
7.77831915,7.769095555,7.810596774,7.808406485,,,,0.009223595,-0.032277624,-0.030087335
7.7283024,7.719431483,7.760952116,7.760786336,,,,0.008870917,-0.032649716,-0.032483936
7.73830575,7.729080562,7.770628049,7.770353838,,,,0.009225188,-0.032322299,-0.032048088
7.77546105,7.766398628,7.807869732,7.805504718,,,,0.009062422,-0.032408682,-0.030043668
7.74402195,7.735033051,7.776550354,7.775745393,,,,0.008988899,-0.032528404,-0.031723443
7.73544765,7.726005764,7.767515113,7.766977843,,,,0.009441886,-0.032067463,-0.031530193
7.72973145,7.720762761,7.762246383,7.761655708,,,,0.008968689,-0.032514933,-0.031924258
7.76117055,7.752551202,7.794071447,7.792642897,,,,0.008619348,-0.032900897,-0.031472347
7.73258955,7.72332104,7.764887919,7.76504278,,,,0.00926851,-0.032298369,-0.03245323
7.7625996,7.752785288,7.794245271,7.792252442,,,,0.009814312,-0.031645671,-0.029652842
7.74116385,7.731928398,7.773437294,7.772668082,,,,0.009235452,-0.032273444,-0.031504232
7.7597415,7.750671496,7.792202978,7.790949451,,,,0.009070004,-0.032461478,-0.031207951
7.7511672,7.742340741,7.7838942,7.78316548,,,,0.008826459,-0.032727,-0.03199828
7.74688005,7.73719122,7.778731954,7.77807497,,,,0.00968883,-0.031851904,-0.03119492
7.75545435,7.746599719,7.788075298,7.78644517,,,,0.008854631,-0.032620948,-0.03099082
7.7368767,7.72701878,7.768567137,7.768383187,,,,0.00985792,-0.031690437,-0.031506487
7.65827895,7.64884891,7.690315607,7.692599695,,,,0.00943004,-0.032036657,-0.034320745
7.688289,7.67865228,7.720146211,7.721393644,,,,0.00963672,-0.031857211,-0.033104644
7.6539918,7.644392941,7.685859051,7.688347393,,,,0.009598859,-0.031867251,-0.034355593
7.68685995,7.677463924,7.718943133,7.720077886,,,,0.009396026,-0.032083183,-0.033217936
7.68400185,7.675399505,7.716867256,7.717964147,,,,0.008602345,-0.032865406,-0.033962297
7.6654242,7.655923548,7.697384771,7.699275253,,,,0.009500652,-0.031960571,-0.033851053
7.66971135,7.660817597,7.702312202,7.704370074,,,,0.008893753,-0.032600852,-0.034658724
7.67256945,7.663633681,7.70512475,7.707011443,,,,0.008935769,-0.0325553,-0.034441993
7.68114375,7.671973873,7.713421462,7.714442885,,,,0.009169877,-0.032277712,-0.033299135
7.65827895,7.648660415,7.690117263,7.692292236,,,,0.009618535,-0.031838313,-0.034013286
7.66971135,7.660453473,7.701906881,7.703501174,,,,0.009257877,-0.032195531,-0.033789824
7.68685995,7.678237165,7.719710432,7.720745729,,,,0.008622785,-0.032850482,-0.033885779
7.68685995,7.678039502,7.719537713,7.720860139,,,,0.008820448,-0.032677763,-0.034000189
7.64398845,7.634655522,7.676104144,7.678847173,,,,0.009332928,-0.032115694,-0.034858723
7.66113705,7.652467798,7.69392568,7.695935921,,,,0.008669252,-0.03278863,-0.034798871
7.6682823,7.659695238,7.701160439,7.702925229,,,,0.008587062,-0.032878139,-0.034642929
7.66971135,7.660225822,7.701702917,7.703582146,,,,0.009485528,-0.031991567,-0.033870796
7.66685325,7.657707123,7.699182969,7.701163201,,,,0.009146127,-0.032329719,-0.034309951
7.6654242,7.656330862,7.697816388,7.699975033,,,,0.009093338,-0.032392188,-0.034550833
7.6711404,7.661334066,7.702828005,7.704854122,,,,0.009806334,-0.031687605,-0.033713722
7.66113705,7.652055661,7.693516773,7.695584307,,,,0.009081389,-0.032379723,-0.034447257
7.68685995,7.677921649,7.719390869,7.720395019,,,,0.008938301,-0.032530919,-0.033535069
7.6825728,7.673030488,7.714512919,7.715878017,,,,0.009542312,-0.031940119,-0.033305217
7.66113705,7.652171396,7.693620536,7.695541484,,,,0.008965654,-0.032483486,-0.034404434
7.67542755,7.666905267,7.708362528,7.70971345,,,,0.008522283,-0.032934978,-0.0342859
7.64684655,7.637890839,7.67935491,7.682131967,,,,0.008955711,-0.03250836,-0.035285417
7.65542085,7.646662812,7.688127804,7.690494604,,,,0.008758038,-0.032706954,-0.035073754
7.64970465,7.640195368,7.681652266,7.684229272,,,,0.009509282,-0.031947616,-0.034524622
7.65256275,7.644065632,7.68554893,7.688263785,,,,0.008497118,-0.03298618,-0.035701035
7.68685995,7.678389491,7.719858294,7.720837702,,,,0.008470459,-0.032998344,-0.033977752
7.6739985,7.664814537,7.706306992,7.708155915,,,,0.009183963,-0.032308492,-0.034157415
7.6368432,7.628204851,7.66956641,7.671560192,,,,0.008638349,-0.03272321,-0.034716992
7.67256945,7.662773934,7.70420553,7.705448866,,,,0.009795516,-0.03163608,-0.032879416
7.65542085,7.646056953,7.687467874,7.689221502,,,,0.009363897,-0.032047024,-0.033800652
7.6139784,7.605078299,7.646494207,7.650313327,,,,0.008900101,-0.032515807,-0.036334927
7.61254935,7.603405751,7.644745901,7.647667185,,,,0.009143599,-0.032196551,-0.035117835
7.659708,7.650047091,7.691438095,7.692783772,,,,0.009660909,-0.031730095,-0.033075772
7.6254108,7.616265422,7.657690092,7.661045248,,,,0.009145378,-0.032279292,-0.035634448
7.59540075,7.585586106,7.626987707,7.631668786,,,,0.009814644,-0.031586957,-0.036268036
7.6054041,7.596466365,7.637836851,7.641503814,,,,0.008937735,-0.032432751,-0.036099714
7.6225527,7.612907255,7.654278954,7.65712767,,,,0.009645445,-0.031726254,-0.03457497
7.6425594,7.634122674,7.675494666,7.67733853,,,,0.008436726,-0.032935266,-0.03477913
7.5882555,7.5785706,7.619945431,7.624641358,,,,0.0096849,-0.031689931,-0.036385858
7.6397013,7.629886908,7.671228649,7.672912394,,,,0.009814392,-0.031527349,-0.033211094
7.6139784,7.604421872,7.645815566,7.649375006,,,,0.009556528,-0.031837166,-0.035396606
7.61254935,7.60346604,7.644829018,7.648038236,,,,0.00908331,-0.032279668,-0.035488886
7.59825885,7.589458384,7.630800375,7.634455844,,,,0.008800466,-0.032541525,-0.036196994
7.5911136,7.581413916,7.622800663,7.627505683,,,,0.009699684,-0.031687063,-0.036392083
7.63255605,7.62296392,7.66434043,7.666760762,,,,0.00959213,-0.03178438,-0.034204712
7.6254108,7.616358935,7.657783467,7.661132084,,,,0.009051865,-0.032372667,-0.035721284
7.6225527,7.613609124,7.654983091,7.657825696,,,,0.008943576,-0.032430391,-0.035272996
7.6539918,7.644583182,7.685994268,7.687817051,,,,0.009408618,-0.032002468,-0.033825251
7.6339851,7.625482801,7.666849116,7.669026751,,,,0.008502299,-0.032864016,-0.035041651
7.62398175,7.614363381,7.655776392,7.659077714,,,,0.009618369,-0.031794642,-0.035095964
7.6397013,7.630843329,7.672254741,7.674724062,,,,0.008857971,-0.032553441,-0.035022762
7.60111695,7.591855387,7.633265709,7.637720738,,,,0.009261563,-0.032148759,-0.036603788
7.60683315,7.597976203,7.639353222,7.643027848,,,,0.008856947,-0.032520072,-0.036194698
7.6082622,7.598367479,7.639766027,7.643707544,,,,0.009894721,-0.031503827,-0.035445344
7.659708,7.649857562,7.691269812,7.692866846,,,,0.009850438,-0.031561812,-0.033158846
7.63827225,7.629585536,7.670960591,7.673050672,,,,0.008686714,-0.032688341,-0.034778422
7.4482086,7.438311776,7.479402032,7.488788584,,,,0.009896824,-0.031193432,-0.040579984
7.45249575,7.442621175,7.483688365,7.492276207,,,,0.009874575,-0.031192615,-0.039780457
7.459641,7.450027593,7.491086106,7.498951271,,,,0.009613407,-0.031445106,-0.039310271
7.4624991,7.453014814,7.494083662,7.501916946,,,,0.009484286,-0.031584562,-0.039417846
7.4624991,7.453011749,7.49414405,7.503172288,,,,0.009487351,-0.03164495,-0.040673188
7.42963095,7.419850513,7.460919706,7.471461073,,,,0.009780437,-0.031288756,-0.041830123
7.459641,7.450936683,7.491997348,7.499834761,,,,0.008704317,-0.032356348,-0.040193761
7.4139114,7.404803985,7.445852477,7.457344176,,,,0.009107415,-0.031941077,-0.043432776
7.4682153,7.459072895,7.500179188,7.508247964,,,,0.009142405,-0.031963888,-0.040032664
7.40390805,7.394147065,7.435157852,7.446808905,,,,0.009760985,-0.031249802,-0.042900855
7.41819855,7.408698732,7.449743601,7.460774528,,,,0.009499818,-0.031545051,-0.042575978
7.47250245,7.463065011,7.504174147,7.51200058,,,,0.009437439,-0.031671697,-0.03949813
7.459641,7.450449344,7.491535373,7.499877275,,,,0.009191656,-0.031894373,-0.040236275
7.4510667,7.442129901,7.483225217,7.49240041,,,,0.008936799,-0.032158517,-0.04133371
7.45821195,7.448443164,7.489553775,7.498522448,,,,0.009768786,-0.031341825,-0.040310498
7.4539248,7.445335942,7.486400776,7.494734663,,,,0.008588858,-0.032475976,-0.040809863
7.41534045,7.406314972,7.447322603,7.457738902,,,,0.009025478,-0.031982153,-0.042398452
7.47536055,7.466247187,7.507340015,7.514649562,,,,0.009113363,-0.031979465,-0.039289012
7.4167695,7.407235407,7.448259047,7.458946454,,,,0.009534093,-0.031489547,-0.042176954
7.44963765,7.440114195,7.481224964,7.490878592,,,,0.009523455,-0.031587314,-0.041240942
7.4196276,7.41103175,7.45206691,7.462661237,,,,0.00859585,-0.03243931,-0.043033637
7.45535385,7.445962398,7.487043076,7.495628861,,,,0.009391452,-0.031689226,-0.040275011
7.46392815,7.454867902,7.495967512,7.504227967,,,,0.009060248,-0.032039362,-0.040299817
7.45821195,7.448310596,7.489417979,7.498334246,,,,0.009901354,-0.031206029,-0.040122296
7.41534045,7.40660992,7.447624702,7.45817221,,,,0.00873053,-0.032284252,-0.04283176
7.46107005,7.451366099,7.492472704,7.501133698,,,,0.009703951,-0.031402654,-0.040063648
7.4453505,7.436598653,7.477680637,7.487041748,,,,0.008751847,-0.032330137,-0.041691248
7.3939047,7.385129056,7.426100851,7.437717813,,,,0.008775644,-0.032196151,-0.043813113
7.488222,7.478293998,7.519456173,7.527129897,,,,0.009928002,-0.031234173,-0.038907897
7.4396343,7.43043338,7.471484404,7.48072996,,,,0.00920092,-0.031850104,-0.04109566
7.4196276,7.41089947,7.451972496,7.46344472,,,,0.00872813,-0.032344896,-0.04381712
7.4224857,7.412692593,7.453753672,7.464776669,,,,0.009793107,-0.031267972,-0.042290969
7.48107675,7.471966092,7.513118437,7.521074561,,,,0.009110658,-0.032041687,-0.039997811
7.44963765,7.440156356,7.481267302,7.490921001,,,,0.009481294,-0.031629652,-0.041283351
7.4539248,7.444904831,7.485974905,7.494440769,,,,0.009019969,-0.032050105,-0.040515969
7.45821195,7.448398386,7.489471201,7.49772165,,,,0.009813564,-0.031259251,-0.0395097
7.4196276,7.409819047,7.450857721,7.461642725,,,,0.009808553,-0.031230121,-0.042015125
7.4424924,7.432991729,7.474090918,7.484111975,,,,0.009500671,-0.031598518,-0.041619575
7.4253438,7.416593655,7.457623669,7.467607995,,,,0.008750145,-0.032279869,-0.042264195
7.4653572,7.456059525,7.497191821,7.505978947,,,,0.009297675,-0.031834621,-0.040621747
7.42677285,7.418153316,7.459183408,7.469033731,,,,0.008619534,-0.032410558,-0.042260881
7.43534715,7.425771199,7.466820485,7.476419268,,,,0.009575951,-0.031473335,-0.041072118
7.45249575,7.442566163,7.483674558,7.493075733,,,,0.009929587,-0.031178808,-0.040579983
7.459641,7.450132265,7.491246844,7.500158575,,,,0.009508735,-0.031605844,-0.040517575
7.48965105,7.480045538,7.52120133,7.528638415,,,,0.009605512,-0.03155028,-0.038987365
7.45535385,7.445644898,7.486741571,7.495660999,,,,0.009708952,-0.031387721,-0.040307149
7.47821865,7.468463241,7.50959668,7.517467443,,,,0.009755409,-0.03137803,-0.039248793
7.4253438,7.415658856,7.456724596,7.467574763,,,,0.009684944,-0.031380796,-0.042230963
7.4282019,7.419530182,7.460572881,7.470570113,,,,0.008671718,-0.032370981,-0.042368213
7.42677285,7.417750317,7.45879871,7.469075214,,,,0.009022533,-0.03202586,-0.042302364
7.47536055,7.465938097,7.507085129,7.515391744,,,,0.009422453,-0.031724579,-0.040031194
7.4482086,7.439529084,7.480637036,7.490282112,,,,0.008679516,-0.032428436,-0.042073512
7.44106335,7.431546907,7.472625862,7.482348122,,,,0.009516443,-0.031562512,-0.041284772
7.4624991,7.453352152,7.494460783,7.503006428,,,,0.009146948,-0.031961683,-0.040507328
7.46964435,7.459750441,7.500846701,7.508682802,,,,0.009893909,-0.031202351,-0.039038452
7.48107675,7.471992223,7.513123518,7.520701309,,,,0.009084527,-0.032046768,-0.039624559
7.47821865,7.468355368,7.509499637,7.517574871,,,,0.009863282,-0.031280987,-0.039356221
7.4367762,7.427311389,7.468365286,7.477928994,,,,0.009464811,-0.031589086,-0.041152794
7.41819855,7.408410116,7.449453424,7.460476029,,,,0.009788434,-0.031254874,-0.042277479
7.45535385,7.446487867,7.487581917,7.49638362,,,,0.008865983,-0.032228067,-0.04102977
7.4710734,7.461533252,7.502668362,7.511086253,,,,0.009540148,-0.031594962,-0.040012853
7.4396343,7.43038741,7.47155914,7.483446482,,,,0.00924689,-0.03192484,-0.043812182
7.54967115,7.539696458,7.581083186,7.588356479,,,,0.009974692,-0.031412036,-0.038685329
7.46392815,7.454196479,7.495390789,7.505577785,,,,0.009731671,-0.031462639,-0.041649635
7.43820525,7.429370749,7.470510558,7.481751672,,,,0.008834501,-0.032305308,-0.043546422
7.4053371,7.396026543,7.4371064,7.450309423,,,,0.009310557,-0.0317693,-0.044972323
7.5339516,7.524327603,7.565610739,7.572193839,,,,0.009623997,-0.031659139,-0.038242239
7.52394825,7.514659839,7.556010395,7.564421775,,,,0.009288411,-0.032062145,-0.040473525
7.5282354,7.519282904,7.560611717,7.568302989,,,,0.008952496,-0.032376317,-0.040067589
7.48679295,7.477601646,7.518895568,7.529151078,,,,0.009191304,-0.032102618,-0.042358128
7.50965775,7.49998246,7.541224399,7.548760532,,,,0.00967529,-0.031566649,-0.039102782
7.4910801,7.481355354,7.522561387,7.530802176,,,,0.009724746,-0.031481287,-0.039722076
7.4453505,7.436149154,7.477388338,7.490341253,,,,0.009201346,-0.032037838,-0.044990753
7.516803,7.507298826,7.548648167,7.557592191,,,,0.009504174,-0.031845167,-0.040789191
7.4996544,7.489879829,7.531203099,7.541026849,,,,0.009774571,-0.031548699,-0.041372449
7.51823205,7.509497335,7.550796279,7.558657468,,,,0.008734715,-0.032564229,-0.040425418
7.4739315,7.464018887,7.505258777,7.515553897,,,,0.009912613,-0.031327277,-0.041622397
7.54109685,7.531142929,7.572475242,7.57941546,,,,0.009953921,-0.031378392,-0.03831861
7.4539248,7.443890178,7.485154138,7.497912339,,,,0.010034622,-0.031229338,-0.043987539
7.53252255,7.523337677,7.564597851,7.570875582,,,,0.009184873,-0.032075301,-0.038353032
7.54967115,7.540988706,7.582317186,7.588557748,,,,0.008682444,-0.032646036,-0.038886598
7.5396678,7.530814725,7.572160352,7.579344277,,,,0.008853075,-0.032492552,-0.039676477
7.5196611,7.510429084,7.551685214,7.558744283,,,,0.009232016,-0.032024114,-0.039083183
7.5196611,7.509610723,7.550920435,7.558964655,,,,0.010050377,-0.031259335,-0.039303555
7.54109685,7.532412875,7.573722845,7.580215701,,,,0.008683975,-0.032625995,-0.039118851
7.4825058,7.473368335,7.514579145,7.523519407,,,,0.009137465,-0.032073345,-0.041013607
7.51251585,7.502934285,7.544261167,7.55311712,,,,0.009581565,-0.031745317,-0.04060127
7.43248905,7.423409043,7.464568131,7.476854858,,,,0.009080007,-0.032079081,-0.044365808
7.50108345,7.492051042,7.533283428,7.541216538,,,,0.009032408,-0.032199978,-0.040133088
7.42391475,7.415269765,7.456386056,7.468458183,,,,0.008644985,-0.032471306,-0.044543433
7.52109015,7.512201762,7.553463445,7.560495997,,,,0.008888388,-0.032373295,-0.039405847
7.42963095,7.420893298,7.462060546,7.474814439,,,,0.008737652,-0.032429596,-0.045183489
7.29244215,7.283192805,7.323911548,7.341121309,,,,0.009249345,-0.031469398,-0.048679159
7.3796142,7.370593642,7.41157741,7.425090094,,,,0.009020558,-0.03196321,-0.045475894
7.30387455,7.294121137,7.334832143,7.349986904,,,,0.009753413,-0.030957593,-0.046112354
7.3138779,7.304521395,7.345350957,7.36327637,,,,0.009356505,-0.031473057,-0.04939847
7.31244885,7.302695825,7.343455876,7.35902846,,,,0.009753025,-0.031007026,-0.04657961
7.36675275,7.357778741,7.398699697,7.411972166,,,,0.008974009,-0.031946947,-0.045219416
7.27815165,7.269269876,7.309912891,7.326521802,,,,0.008881774,-0.031761241,-0.048370152
7.27815165,7.268319939,7.30898214,7.326556136,,,,0.009831711,-0.03083049,-0.048404486
7.24957065,7.240559744,7.281154984,7.301563531,,,,0.009010906,-0.031584334,-0.051992881
7.34102985,7.332142025,7.372918549,7.385201353,,,,0.008887825,-0.031888699,-0.044171503
7.23813825,7.229199196,7.269775881,7.292434363,,,,0.008939054,-0.031637631,-0.054296113
7.31816505,7.309552105,7.350297001,7.364406661,,,,0.008612945,-0.032131951,-0.046241611
7.373898,7.36394549,7.404838587,7.4166942,,,,0.00995251,-0.030940587,-0.0427962
7.3881885,7.379053749,7.420043716,7.432759079,,,,0.009134751,-0.031855216,-0.044570579
7.2938712,7.284708242,7.325410531,7.341713376,,,,0.009162958,-0.031539331,-0.047842176
7.3281684,7.319515796,7.360281044,7.373729965,,,,0.008652604,-0.032112644,-0.045561565
7.35817845,7.349184974,7.39007696,7.403556685,,,,0.008993476,-0.03189851,-0.045378235
7.24099635,7.231444222,7.272005685,7.292867798,,,,0.009552128,-0.031009335,-0.051871448
7.27815165,7.269276844,7.310000582,7.330367159,,,,0.008874806,-0.031848932,-0.052215509
7.26100305,7.251112694,7.291765536,7.312777322,,,,0.009890356,-0.030762486,-0.051774272
7.42963095,7.419653423,7.460705919,7.470901727,,,,0.009977527,-0.031074969,-0.041270777
7.37532705,7.3657006,7.406591983,7.418223171,,,,0.00962645,-0.031264933,-0.042896121
7.2338511,7.225173968,7.265688124,7.285401483,,,,0.008677132,-0.031837024,-0.051550383
7.2281349,7.218941927,7.259462952,7.281456128,,,,0.009192973,-0.031328052,-0.053321228
7.230993,7.221706636,7.262236872,7.283979165,,,,0.009286364,-0.031243872,-0.052986165
7.33817175,7.328151626,7.369004717,7.384023294,,,,0.010020124,-0.030832967,-0.045851544
7.36103655,7.351335537,7.392154302,7.40347273,,,,0.009701013,-0.031117752,-0.04243618
7.345317,7.336119596,7.376898584,7.388810615,,,,0.009197404,-0.031581584,-0.043493615
7.40390805,7.395268011,7.436237024,7.446808997,,,,0.008640039,-0.032328974,-0.042900947
7.26957735,7.260735145,7.301427896,7.322223737,,,,0.008842205,-0.031850546,-0.052646387
7.5082287,7.499772223,7.540825766,7.545391439,,,,0.008456477,-0.032597066,-0.037162739
7.45821195,7.449341044,7.490429523,7.498902394,,,,0.008870906,-0.032217573,-0.040690444
7.46964435,7.460684236,7.501728386,7.508585757,,,,0.008960114,-0.032084036,-0.038941407
7.44963765,7.440788003,7.481810325,7.489697628,,,,0.008849647,-0.032172675,-0.040059978
7.5110868,7.501088011,7.54222695,7.547995481,,,,0.009998789,-0.03114015,-0.036908681
7.459641,7.45098133,7.492058126,7.500187833,,,,0.00865967,-0.032417126,-0.040546833
7.46107005,7.451973061,7.492993542,7.500045502,,,,0.009096989,-0.031923492,-0.038975452
7.4967963,7.48810161,7.529162192,7.534520227,,,,0.00869469,-0.032365892,-0.037723927
7.45535385,7.446699031,7.48779396,7.496596001,,,,0.008654819,-0.03244011,-0.041242151
7.4282019,7.418756432,7.45979409,7.46975188,,,,0.009445468,-0.03159219,-0.04154998
7.45535385,7.445378554,7.486484388,7.495605008,,,,0.009975296,-0.031130538,-0.040251158
7.41534045,7.40540091,7.446379651,7.456252303,,,,0.00993954,-0.031039201,-0.040911853
7.45249575,7.443556697,7.484614547,7.492952979,,,,0.008939053,-0.032118797,-0.040457229
7.5482421,7.538926288,7.580095964,7.584116506,,,,0.009315812,-0.031853864,-0.035874406
7.46392815,7.454344089,7.495370989,7.50236918,,,,0.009584061,-0.031442839,-0.03844103
7.52966445,7.520692679,7.561759967,7.565364126,,,,0.008971771,-0.032095517,-0.035699676
7.4367762,7.42686464,7.4679093,7.477321512,,,,0.00991156,-0.0311331,-0.040545312
7.49536725,7.485808739,7.526876628,7.532487664,,,,0.009558511,-0.031509378,-0.037120414
7.3996209,7.390685736,7.431621622,7.441877848,,,,0.008935164,-0.032000722,-0.042256948
7.4053371,7.396276186,7.437212351,7.446977022,,,,0.009060914,-0.031875251,-0.041639922
7.4825058,7.473759112,7.514895632,7.522439701,,,,0.008746688,-0.032389832,-0.039933901
7.57253595,7.562914749,7.604113565,7.607261409,,,,0.009621201,-0.031577615,-0.034725459
7.44677955,7.438151652,7.479170998,7.487200123,,,,0.008627898,-0.032391448,-0.040420573
7.4796477,7.471056873,7.512074076,7.51781214,,,,0.008590827,-0.032426376,-0.03816444
7.5196611,7.510712059,7.551771274,7.55580409,,,,0.008949041,-0.032110174,-0.03614299
7.4424924,7.432933904,7.473930469,7.481929339,,,,0.009558496,-0.031438069,-0.039436939
7.5139449,7.504028731,7.545114858,7.549909231,,,,0.009916169,-0.031169958,-0.035964331
7.5482421,7.539366323,7.580550822,7.58475271,,,,0.008875777,-0.032308722,-0.03651061
7.5139449,7.504594405,7.545767174,7.551847375,,,,0.009350495,-0.031822274,-0.037902475
7.4482086,7.439559202,7.480609033,7.489103252,,,,0.008649398,-0.032400433,-0.040894652
7.5396678,7.529907328,7.571026711,7.574845371,,,,0.009760472,-0.031358911,-0.035177571
7.62683985,7.617124119,7.658488546,7.661041287,,,,0.009715731,-0.031648696,-0.034201437
7.5996879,7.590056088,7.631447969,7.635746234,,,,0.009631812,-0.031760069,-0.036058334
7.58682645,7.578319616,7.619686221,7.624279964,,,,0.008506834,-0.032859771,-0.037453514
7.62112365,7.611936533,7.653332722,7.65654053,,,,0.009187117,-0.032209072,-0.03541688
7.60397505,7.594904137,7.636298732,7.640371799,,,,0.009070913,-0.032323682,-0.036396749
7.58682645,7.577437385,7.618801889,7.623415296,,,,0.009389065,-0.031975439,-0.036588846
7.5968298,7.587351632,7.62869767,7.632517919,,,,0.009478168,-0.03186787,-0.035688119
7.5796812,7.570108595,7.611446507,7.616094643,,,,0.009572605,-0.031765307,-0.036413443
7.58111025,7.572415407,7.613747665,7.618187524,,,,0.008694843,-0.032637415,-0.037077274
7.60969125,7.60024936,7.64164397,7.645433229,,,,0.00944189,-0.03195272,-0.035741979
7.57825215,7.5693778,7.610745566,7.615864741,,,,0.00887435,-0.032493416,-0.037612591
7.6225527,7.612691143,7.654068717,7.657002022,,,,0.009861557,-0.031516017,-0.034449322
7.6368432,7.627432855,7.668811144,7.671040949,,,,0.009410345,-0.031967944,-0.034197749
7.59540075,7.586295288,7.627685232,7.63216316,,,,0.009105462,-0.032284482,-0.03676241
